reviewerID,asin,predictRating,T_v,overall,reviewText,filteredReviewText
A12BMQ5C9IQS03,B00JL4PI2G,1,1,5,I bought these for my 12 month old to play with because she loves pulling laundry out of baskets. I figured she would love pulling these out and putting them back in and I was right she loves them. They are very pretty colors too.  Some reviews said the colors might bleed so I washed them before I gave them to her and I didn't notice any problem with the color.,I bought these for my 12 month old to play with because she loves pulling laundry out of baskets . I figured she would love pulling these out and I was right she loves them . They are very pretty colors too . Some reviews said the colors might bleed so I washed them before I gave them to her and I did not notice any problem with the color .
A1X4N7JJ1QZIRS,B00GV2FQ32,1,1,5,Granddaughter loved this!  Cheaper than I could buy locally.,Granddaughter loved this ! Cheaper than I could buy locally .
A3OS6WFBP6TAQU,B00DOQCZM8,1,1,5,My son has several of these sets and he loves them all. They are basically sheets that you punch out the characters or figures from and then you fold them and put them together. They are a nice way for kids to occupy some time. Especially for Minecraft lovers.,and he loves them all . that you punch out the characters They are a nice way for kids to occupy some time . Especially for Minecraft lovers .
A2HP7PUZE70TIP,B007R4INPQ,1,1,5,This stuffie is very cute and well-made.  I bought it for my grandson along with the hardcover book.  He loves both!,This stuffie is very cute and well - made . He loves both !
A1RYWNR6BMA1T1,B00EXBB35S,1,1,5,Very nice set of action figures,Very nice set of action figures
A1YLBWLRPCN0A8,B00X6A8R1U,1,1,5,Perfect product,Perfect product
A1BM5SLVY4VV4Y,B00NYZSYVK,1,1,5,Ok,Ok
A3OYWA44ZL7EWS,B003TTPUJK,1,1,5,"Three year olds twins love this set and it fits/works with their Skoolzy set.  This set contains four mouth pieces and four bells (the ""horn"" part of a trumpet, clarinet, etc.)--the kids absolutely love creating instruments and playing music.  This set is much cheaper than other sets (Quercetti is $ .91 per piece; Skoolzy is $ .67 per piece) and contains enough pieces to keep two kids entertained.","Three year olds twins love this set and it fits / works with their Skoolzy set . and four bells ( the "" horn "" part of a trumpet , clarinet , etc.)--the kids absolutely love creating instruments and playing music . This set is much cheaper than other sets ( Quercetti is $ .91 per piece ; Skoolzy is $ .67 per piece ) and contains enough pieces to keep two kids entertained ."
AK681HQUGUSUQ,B01CIHHW08,1,1,5,The legs constantly come out but my kids love this thing. Will be buying more activity sheets.,but my kids love this thing .
A2UC4WA707511M,B0036MDNNK,1,1,5,"Papo dinosaurs are awesome. This swimming dinosaur is a good grip size for small hands to hold and is relatively a great value in comparison to some of the $40+ Papos. This Plesiosaurus is less detailed than some of the ferocious hinged-mouth T Rex or Spinosaurus models, but a great addition to our (quickly growing) collection.",Papo dinosaurs are awesome . This swimming dinosaur is a good grip size for small hands to hold and is relatively a great value in comparison to some of the $ 40 + Papos . This Plesiosaurus is less detailed than some of the ferocious hinged - mouth T Rex but a great addition to our ( quickly growing ) collection .
AAXHHIUUTIB3J,B005HN70GM,-1,-1,1,"We were very disappointed to find out this helicopter didn't work well, after buying it for a 6 year old boy in our family.  His uncle told us, and I quote, ""Yeah, that thing was a piece of crap.  It's didn't fly.  Kind of a bummer.""

So, no I would not recommend this product for flying purposes.","We were very disappointed to find out this helicopter did not work well , after buying it for a 6 year old boy in our family . and I quote , "" Yeah , that thing was a piece of crap . Kind of a bummer . So , no I would not recommend this product for flying purposes ."
A1J0RZ32ISQYN9,B00EZIL4VW,1,1,5,Very cute,Very cute
A3WNTX0R9CBNR,B00X6A8R1U,1,1,5,grandson loves this item,grandson loves this item
ABEJIK1Q1PFA7,B00WR5357G,1,1,4,She enjoyed it!,She enjoyed it !
A36UJWG5TZ20TJ,B004MWJLHK,1,1,5,"Daughter loved this. Got it for her 1st birthday from Gramma & Granpa and played with it until she was well over 2.5. A little girl who was turning 3 was at her party and asked for one for her birthday a few months later. Can't see a 3 year old playing with it too long term without getting board, but cute songs and fun toy for the wee-ones, undoubtably. Bought it for my 1.5 yr old nephew for Christmas cause we were certain it'd be a hit... and we weren't proven wrong.","Daughter loved this . and played with it until she was well over 2.5 . who was turning 3 was at her party Can not see a 3 year old playing with it too long term without getting board , but cute songs and fun toy for the wee - ones , undoubtably . because we were certain it would be a hit ... and we were not proven wrong ."
AZ3DJA6MFGB2Q,B00VX8G2NM,1,1,5,"This was a really cute addition for our elf. Ralph was, indeed looking very dapper in this. It fit well, was easy to get on, and seems to be high quality. And my kids thought it was hilarious, so definitely worth it.","This was a really cute addition for our elf . It fit well , was easy to get on , And my kids thought it was hilarious , so definitely worth it ."
A3BGTNQ1BQDXCY,B01CQTW89I,-1,-1,1,"Add me to the list of disappointed parents. I realize these toys are cheap and cheaply made, but the battery lasted all of a couple minutes before dying. With no way to replace the battery, this is an addition to the landfill within days of gifting. I'm sure it is more disappointing to those with younger children.","Add me to the list of disappointed parents . I realize these toys are cheap and cheaply made , but the battery lasted all of a couple minutes before dying . With no way to replace the battery , this is an addition to the landfill within days of gifting . I am sure it is more disappointing to those with younger children ."
A2QOF9VQ7XSSX3,B004DR1TO2,1,1,5,"Great little square bales, perfect addition to any farm loving kiddo. The kids like stacking them, using them with tractors, or feeding animals in their barn. 24 bales is a lot, so we always have plenty for everyone to play with.","Great little square bales , perfect addition to any farm loving kiddo . The kids like stacking them , using them with tractors , 24 bales is a lot , so we always have plenty for everyone to play with ."
A60XFSYMIJPDD,B00L3WWWQE,1,1,5,This was a big hit with our toddler granddaughters.  It recognizes the different animals and announces them.  The kids were having a ball switching them out on the connecting bases. Having it talk back to them was exciting! I also purchased the school bus to go with this.,Having it talk back to them was exciting !
ADW0IV93R65RK,B007ATOMNK,1,1,5,Recommend,Recommend
AIN2S8N7I3E1T,B00FXWANCK,1,1,5,Very cute!,Very cute !
AYMGKDLMEN0A5,B00WHYM1XQ,1,1,5,Love it!,Love it !
A24MC2S15Q6FW3,B007JO22QA,1,1,4,Tons of fun. Thankfully they bleeped the F word so I can use it at work! (Necessity sometimes),Tons of fun . Thankfully they bleeped the F word so I can use it at work !
A11QR81AIAP1YU,B013RLGOMQ,1,1,4,these were cute and perfect although I feel the shape of the one looks like a weenie in person haha,these were cute and perfect although I feel the shape of the one looks like a weenie in person haha
A366CVXZRWH9YB,B0013JWTD8,1,1,5,"Using these to do this project, and the look is perfect. [...]",and the look is perfect .
A1WQUE0CFVT8S6,B005M2629E,1,1,5,"Excellent game, beautifully rendered.  The board and pieces are solid and nicely done.  The gameplay requires an element of strategy and deductive powers as you don't know what your opponents victory conditions are.  Overall a blast to play.","Excellent game , beautifully rendered . and pieces are solid and nicely done . and deductive powers as you do not know what your opponents victory conditions are . Overall a blast to play ."
A2583O1GD0ASRO,B005PJPRDG,1,1,4,"Not the most used Counter Spell, but it does exile the countered card, very useful in the right formats and really great against certain threats.","but it does exile the countered card , very useful in the right formats and really great against certain threats ."
A2I0KUWQFI5MRZ,B0012ZZTWG,1,1,5,"This is BuBu, my todlers favorite friend! We actually have 2 bunnies just in case. We wash one at a time to have a clean bunny on hand every night and that works out quite well.  He goes in a lingerie bag and into the wash with my childs other clothes and then gets air dried afterwards. He hasn't lost an eye but he has lost some fur from chewing. He is stitched well and very soft! We love BuBu and might actually purchase a 3rd just in case (to circulate and  extend the look of wear of the ""same"" BuBu).","This is BuBu , my todlers favorite friend ! We wash one at a time to have a clean bunny on hand every night and that works out quite well . that works out quite well . He has not lost an eye but he has lost some fur from chewing . He is stitched well and very soft ! We love BuBu and   extend the look of wear of the "" same "" BuBu ) ."
A11C52CPKFUN6S,B0050D1V6E,1,1,4,"Got this for my 7 year old's birthday ... Was shipped on time and packaged well.  I love the concept, but the only bad part is the ""drilling and filling"" of the teeth.  You use silver play-doh as filling, and when it comes time for clean up it becomes hard to separate the two colors after a kid's been mashing them together.  Otherwise, she loves playing dentist with it!","and packaged well . I love the concept , but the only bad part is the "" drilling Otherwise , she loves playing dentist with it !"
A325ALTBSKW1IK,B00BF89U70,1,1,5,"I ordered a small for my 6yr old after reading reviews that it runs a little bit bigger, it fits perfectly!","that it runs a little bit bigger , it fits perfectly !"
A1I2X9KI9OCCW4,B00705Z4EU,1,1,5,A little smaller than expected but still pretty great.my son loves it and I do too.,but still pretty great.my son loves it
A3DBI6SYNU9414,B01ALHAMW2,1,1,5,Bought for my son for christmas. Can't wait to play with it with him,Can not wait to play with it with him
A34P4JB6JDJRK0,B006F9CFWQ,1,1,4,"Looks great. QUICK build for a mg. Looks a bit dinky without the stickers and decals in my personal opinion, but looks sharp once they are applied.",Looks great . Looks a bit dinky without the stickers but looks sharp once they are applied .
AQYFN8CQ573FQ,B000Y9MJ60,-1,1,5,"and the kids had the option to take it home as a finger puppet.  The cupcakes were adorable, used a bottom color of frosting, then a 2nd color that was different than the bottom of the toy so that it ""popped"" more and they all turned out great.","and the kids had the option to take it home as a finger puppet . The cupcakes were adorable , used a bottom color of frosting , then a 2nd color that was different than the bottom of the toy so and they all turned out great ."
A3L7TMXISW1E72,B00IYHG7U8,-1,-1,2,"I have most of the FPLP sets and dole them out to my new granddaughter who is a year old. We also host many nieces and nephews at our house. While I am a big fan of the Little People playlets, I have to say this one is a dud. No lights, no sounds. Disappointing. And the ""waving parrot"" is a total waste. It is difficult for my granddaughter to put the pets in the beds, they are too close together, and there are three beds but only 2 pets. Save your money and buy the FPLP Preschool. That is worth the extra money.","While I am a big fan of the Little People playlets , I have to say this one is a dud . No lights , no sounds . Disappointing . And the "" waving parrot "" is a total waste . It is difficult for my granddaughter to put the pets in the beds , they are too close together , Save your money That is worth the extra money ."
AV6DPG249UYQK,B00YNNRGI4,1,1,5,great toy,great toy
AUE5TYGY5Q8KG,B00381A1NY,1,1,5,My son is 2 and LOVES his trains. These are so far great quality and he can easily put them together and take it apart. Will definitely be buying the rest of the guys.,and LOVES his trains . These are so far great quality and he can easily put them together Will definitely be buying the rest of the guys .
AZ22MJJRRYAPD,B00P7HME0K,1,1,5,Great set of blocks for an awesome price.,Great set of blocks for an awesome price .
AN32SXGK988F6,B001IHOINE,1,1,5,Came on time. Product sealed and everything,Came on time . Product sealed and everything
A2K7OXBG3BS35N,B0002YDQ6O,-1,1,4,"My 2.5 year old son enjoys this. It was a value for ten bucks, but plan on spending some time cutting the pieces apart with wire snips before assembly. Also, the stickers that decorate it are not really waterproof and began to fail after a few uses. It's not high quality but still a lot of fun for the price tag.","My 2.5 year old son enjoys this . It was a value for ten bucks , but plan on spending some time cutting the pieces apart with wire snips before assembly . and began to fail after a few uses . but still a lot of fun for the price tag ."
AMD9WLW9B3RBL,B0178G3JHY,1,1,5,My grandson is learning how to dress himself and loves practicing on his doll that we named bob. A little difficult for our nearly 3 year old but he loves playing with the doll and continues to practice dressing and undressing.. also the doll makes a good patient when our grandson plays doctor.,and loves practicing on his doll A little difficult for our nearly 3 year old but he loves playing with the doll and undressing .. also the doll makes a good patient when our grandson plays doctor .
A2A8T5K6HVIOZR,B00JLGGH2Y,1,1,5,Gets lots of stuff. So much I gave half of it to my sister for her kids. Great value,Great value
A1VEYAL2ADTJQ,B00CG5WOAG,1,1,5,"Nothing better than Transformers to make a young boy smile! Be it for birthday, Christmas or just  because I can never go wrong here!",Nothing better than Transformers to make a young boy smile ! because I can never go wrong here !
A1F3G8R10N8UXW,B00T2DFNK8,1,1,4,"Good accessory, no complaints.","Good accessory , no complaints ."
A3I3I8ME8LVKXI,B00APVXSM6,1,1,4,"I will never understand why magnetic tiles are so expensive, but this is a good set. Very durable, as my 3 year old loves to toss them and even stand in them. We have spend HOURS nearly every day playing with these and one additional set.","I will never understand why magnetic tiles are so expensive , why magnetic tiles are so expensive , but this is a good set . Very durable , as my 3 year old loves to toss them We have spend HOURS nearly every day playing with these"
A3KNYCITTKU7FR,B000095S6T,1,1,5,"I gave these away to several preschool teachers and they all loved them. I watched children from ages 2 to 5 play with them and it held the interest of all. There are so many ways to learn with this set...numbers, colors, shapes. matching. The box comes with some ideas for learning. The materials seem very sturdy and are easy to clean.",and they all loved them . I watched children from ages 2 to 5 play with them and it held the interest of all . The materials seem very sturdy and are easy to clean .
A30L19W7Z1LUGD,B00TYM5QEA,-1,-1,1,Breaks extremely easily! Im on my 3rd one... kids LOVE it. You just have to be extremely careful with the lever cause it breaks soooooo easily.,Breaks extremely easily ! kids LOVE it . You just have to be extremely careful with the lever because it breaks soooooo easily .
A12I8GVL26GAXI,B00IX69Z5Y,1,1,5,"Woo hoo!! A family heirloom is born, my son loves it!!","Woo hoo ! ! A family heirloom is born , my son loves it ! !"
A119IUTRNYZGZ5,B00JU21FS0,1,1,5,"I like to alternate between easy, moderate and challenging puzzles.  This one is in the easy category, but still enjoyable.  The picture is a colorful and pretty scene of a bygone era.  Cars and horse drawn carriages routinely shared the roads from about 1908 until around 1939 just a few decades.  Judging from the fashion, this small city scene dates to before U.S. entry into World War I.  The fashion looks late Victorian/Edwardian, but it has to be a bit later than that given the presence of what looks like a closed cab model T.  Best guess- this puzzle depicts a painting set in or around 1916.  This puzzle was fun to do and got me to thinking about history.","I like to alternate between easy , moderate and challenging puzzles . This one is in the easy category , but still enjoyable . The picture is a colorful and pretty scene of a bygone era . and horse drawn carriages routinely shared the roads from about 1908 until around 1939 just a few decades . Judging from the fashion , this small city scene dates to before YOU.S. entry into World War I. that given the presence of what looks like a closed cab model T.   Best guess- this puzzle depicts a painting set in This puzzle was fun to do"
A1H25GH5TNI35,B00AF4N706,1,-1,3,Super cute!! Box arrived damaged and ripped but I'm hoping the tricycle is still in tact. Now I have to open it and put it together before Christmas to make sure everything is how it's supposed to be.,Super cute ! ! Box arrived damaged and ripped but I am hoping the tricycle is still in tact . and put it together before Christmas to make sure everything is how it is supposed to be .
A1OZT5P75UJ22L,B009Q3YX8W,1,1,5,Both my 2 years old and my 7 years old girls love it.,and my 7 years old girls love it .
A3HZX1YZMO7ZVR,B000O7ISY4,1,1,5,"As some other reviewers noted, the edges of the holes are a bit rough and snag the laces, but my 2 1/2 yr old barely notices. My 8 yr old actually loves them just as much as she does and they will both sit for hours stringing animals together and making unique designs. I was honestly surprised how much amusement the kids BOTH get out of these things. A winner in our book!","As some other reviewers noted , the edges of the holes are a bit rough and snag the laces , My 8 yr old actually loves them just as much as she does I was honestly surprised how much amusement the kids BOTH get out of these things . A winner in our book !"
A3GWT4A3Z7BMV3,B00NY64BYS,1,1,5,Very cute and she lived them,Very cute
A1GA7HZGFBDTIU,B000F1ST1Q,1,1,5,I HAVE NOT GIVE IT TO MY GRANDSON HIS BIRTHDAY IS THE 15 THAT IS WEN HE GETS IT BUT I SURE HE WILL BE HAPOY WITH IT.,BUT I SURE HE WILL BE HAPOY WITH IT .
A3MCBV388X4A1Z,B000NW2AVC,-1,-1,2,"I got this for my 6-month old daughter.  I think it is overrated and way over-priced for what it is.  This is not a $50 toy, maybe a $25 toy.  The best parts about it are that it has a mirror (all babies love mirrors) and the height is good so that the baby can see in the mirror while sitting up.  But the musical aspects are not good.  The worst part is that the thing never really shuts off.  The music will continue to come on randomly long after the baby has stopped playing with it.  I have searched and cannot find an OFF button anywhere.  It's enough to drive a mother crazy!  Also the tunes are not pleasant - very electronic sounding and too loud.  It is also not very interactive at all.

We received the LeapFrog Learn & Groove Musical Table as a gift at the same time, and it is a far superior toy for a better price. It is more interactive, the tunes are pleasant to listen to, and it has an OFF button.  I would recommend buying that instead, and just make sure the baby has another mirror somewhere to look in, because that is the only strong point for this toy.

Disclaimer: I received this toy for free in exchange for writing this review.","I think it is overrated The best parts about it are that it has a mirror ( all babies love mirrors ) and the height is good so But the musical aspects are not good . The worst part is The music will continue to come on randomly long after the baby has stopped playing with it . It is enough to drive a mother crazy ! Also the tunes are not pleasant - very electronic sounding and too loud . We received the LeapFrog Learn & Groove Musical Table as a gift at the same time , and it is a far superior toy for a better price . It is more interactive , the tunes are pleasant to listen to , I would recommend buying and just make sure the baby has another mirror somewhere to look in , because that is the only strong point for this toy . that is the only strong point for this toy . Disclaimer : I received this toy for free in exchange for writing this review ."
A2ZMORYT99YJWI,B00005RF5D,-1,-1,3,"This was a fun toy for my children until the heads started breaking off of the screws and bolts. Like many M&D toys, this product is sort of wood, sort of wood composite. Not the fine quality wooden toy image they'd like to portray.","This was a fun toy for my children until the heads started breaking off of the screws Like many M&D toys , this product is sort of wood , sort of wood composite . Not the fine quality wooden toy image they would like to portray ."
A1KK9T63DOPGEZ,B004AWBCMY,1,1,5,"Santa brought these for a stocking stuffer and they are cute!  The fit little fingers, as well as mine, nicely.  The colors are vivid.  I hope to get many years usage out of these little guys and gals.","and they are cute ! The fit little fingers , as well as mine , nicely . The colors are vivid . I hope to get many years usage out of these little guys"
A1P6TYVPNDWKZ,B00HFQEJNG,1,1,5,My 2 year old loves her Lambie!  It is a great size for snuggling and very soft.  I'm glad I ordered the larger one for her to sleep with and do check-ups on.,My 2 year old loves her Lambie ! It is a great size for snuggling and very soft . I am glad I ordered the larger one for her to sleep with
A3P0KC0CWXP0KN,B014HIDZIY,1,1,5,"Great item, kids love them.  Nightly snowball fights in the living room have been awesome.","Great item , kids love them . Nightly snowball fights in the living room have been awesome ."
A2G3RHTEXP53M1,B003TUC6RS,1,1,5,"Fantastic geodes!  Nice variety, nice color, 11 of 12 were hollow and the 12th had solid crystals.  I have done a number of break your own geode sets over the years and this was by far the best.  I will definitely be buying it again.

Here are some pictures of our favorites and all 12 together.  My 7 year old says it was the best birthday gift ever.","Fantastic geodes ! Nice variety , nice color , 11 of 12 were hollow and the 12th had solid crystals . I have done a number of break your own geode sets over the years and this was by far the best . I will definitely be buying it again . Here are some pictures of our favorites My 7 year old says it was the best birthday gift ever ."
A1ZDKOLOEN12TZ,B009GN72E4,1,1,4,"My son (1.5 years) wanted a doll of his own, so I was happy to find a boy version. It is plastic all over with moveable parts. The plastic is baby powder scented and even two months later u can still smell this doll when it is a few feet away. My only other comment is the smaller size is more difficult to find clothes. I bought a premie size onesie that ended up being about two times too big, but my mom altered it to fit. Overall it's a great baby, and the size is great for younger kids.","My son ( 1.5 years ) wanted a doll of his own , so I was happy to find a boy version . and even two months later you can still smell this doll My only other comment is the smaller size is more difficult to find clothes . but my mom altered it to fit . Overall it is a great baby , and the size is great for younger kids ."
A180MY3U2F6F9B,B003VTZM32,1,1,4,"We got this set for our daughters 1st Christmas.  I knew at 2-1/2 months, I knew they would be toys she grew into.  The book was an immediate favorite.

The other toys are a little heavy & awkward.

At 5mo she started showing an interest in the butterfly & piano.  The little remote is too big & the buttons need a force her little fingers can't muster.

I suspect in another month (maybe even another week) she'll be swinging these other toys around with a smile on her face!",The book was an immediate favorite . The other toys are a little heavy & awkward . At 5mo she started showing an interest in the butterfly & piano . I suspect in another month ( maybe even another week ) she will be swinging these other toys around with a smile on her face !
A5DPWXK7YAMY3,B00NQBAZRS,1,-1,1,"This is the floating disc we wanted, to replace one that got torn after 2 years of use, but it has been discontinued.","that got torn after 2 years of use , but it has been discontinued ."
AV0R3M6MGBVPB,B00SL08LNY,1,1,4,"These are larger than the other Little People animals we have which is a bit awkward when playing with them all together.
That is the only con.

Otherwise, they are extremely durable and fun for toddler play.","which is a bit awkward when playing with them all together . Otherwise , they are extremely durable and fun for toddler play ."
A36Y5HOV4SHU2Q,B006GM97F0,1,1,5,These are what my son had asked for his birthday and it was better than I had expected when they arrived.,and it was better than I had expected
A3A9JTIJKJQWCB,B0085HJQRI,1,1,5,My granddaughter loved the colors and the matching hat. Pink is one of her favorite colors. This was reasonably priced,My granddaughter loved the colors Pink is one of her favorite colors . This was reasonably priced
A2PPJA2X420SD9,B0015TGYWI,1,1,5,very good,very good
A15I90DQ66G9KP,B00BQF1IP4,1,1,5,awesome,awesome
AEPVARS7C1HWS,B0019FJEZM,1,1,5,"My boys love this activity.  I had to buy another one just so they don't fight over it!  This is by far the best and longest lasting set I have ever bought (and we have gone through 5 or 6 different ones from various places like Michael's, Hobby Lobby, etc.).  It is a great activity for children - grounding, creative, colorful and practical!  Highly recommend!","My boys love this activity . just so they do not fight over it ! This is by far the best or 6 different ones from various places like Michael 's , Hobby Lobby , etc . ) . It is a great activity for children - grounding , creative , colorful Highly recommend !"
A1N4ZTR3JOYELB,B005QIYSJ0,1,1,4,Kids love this pool. It's the perfect size for 6 and under. The sunshade stays on well.  Only problem I have so far is getting the plug open to drain out the water. I have to let out the water then open the drain....,Kids love this pool . It is the perfect size for 6 The sunshade stays on well . Only problem I have so far is getting the plug open to drain out the water . I have to let out the water then open the drain ....
AKINVEEIBCS24,B00IF1WEXW,1,1,5,I bought this one for myself.  It has everything I want in my dream house.,It has everything I want in my dream house .
A3I8FNRQAU6T1T,B00CE3IAIU,1,-1,3,"This is a fun little game that I have enjoyed very much.  It is easy to learn and the quality of the figures is excellent.  The detail is really amazing.
  The only thing that prevents a higher rating is the fact that two of the figures where detached from their bases when I opened the box.  A bit of glue and they where good to go though.",This is a fun little game that I have enjoyed very much . It is easy to learn and the quality of the figures is excellent . The detail is really amazing . that prevents a higher rating is the fact where detached from their bases where good to go though .
A2DIC7YRHKWX14,B000SU3VIA,-1,-1,2,wil not fit my T-max 3.3,wil not fit my T - max 3.3
A2L5BGA5AT91VW,B0012N1JVI,1,1,5,My son needed hyenas for a diorama he was creating for school. This one was a little larger than the other ones we ordered but it looked great in his project!,My son needed hyenas for a diorama he was creating for school . but it looked great in his project !
A22IJPORBY5PM9,B00T3G1TUC,1,1,5,Great little set with lots of fruit.  Easy to play with for 2 yr old granddaughter.,Great little set with lots of fruit . Easy to play with for 2 yr old granddaughter .
A30UN4ADTIY5AO,B0050K0AAK,1,1,5,"Bought as a gift, recipient loved it!","Bought as a gift , recipient loved it !"
AGWSLEPY5LKQ,B002G01EPC,1,1,5,legend,legend
A42O9MSW5SLEN,B00L9EWJFU,1,1,5,Loved it,Loved it
A3FVX9CNKD4WPB,B005E0LBFE,1,1,4,purchased as a gift,purchased as a gift
A2ZB2SHANTIAKY,B004D5EMD4,-1,-1,3,"I've had several of these.  All it takes is for one drop on the driveway and the battery compartment smashes and won't hold the batteries in anymore.  But when you have the original soap solution, and if the gun isn't smashed, it works quite well!  Finding replacement liquid (or making your own) is the tough part.  Miracle bubbles don't seem to do all that great in these kinds of guns.  Need a more expensive, more viscous solution.  Also, the bottle that comes with this gun MUST be re-used since it is the right size to screw into the cap inside the gun.  Don't lose the bottle.  The bottle doesn't hold as much as other guns I've bought.  That means running out of solution quickly, and having to take the gun away from the kiddos to refill (painful).","All it takes is for one drop on the driveway when you have the original soap solution , and if the gun is not smashed , it works quite well ! or making your own ) is the tough part . Miracle bubbles do not seem to do all that great in these kinds of guns . Need a more expensive , more viscous solution . that comes with this gun MUST be re - used since it is the right size to screw into the cap inside the gun . Do not lose the bottle . That means running out of solution quickly , and having to take the gun away from the kiddos to refill ( painful ) ."
A2P9C1VFZH58RH,B004P4MADW,1,1,5,"Again, my boys love Bruder toys.  Mom loves the quality.  They last forever and are made with high quality material.  Would highly reccomend.","Again , my boys love Bruder toys . Mom loves the quality ."
A13PTFMQVOYC59,B0016JG39Q,1,1,4,my boyfriend loved finding this in his stocking for Christmas. He said the string is really thin and its more likely to get a knot which was True but i easily got some tweezers to undo it.,my boyfriend loved finding this in his stocking for Christmas . which was True but i easily got some tweezers to undo it .
